code,Schooling_profile,First_Name,Surname,Gender,Age,Civil_Status,degree,Skill_experience,performance,Language,Religious_affiliation,Interest_Hobbies,Network,school1
1539,"Ahmadu Bello University, Zaira",Opeyemi,Edward,female,31-40,single,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1540,Covenant University,Kaka,Sawaba,male,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1541,Covenant University,Auta,William,male,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1542,"University of Nigeria, Nsukka",Olisa,William,male,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1543,"Willfield College after a four-year program in Chichester, USA",Mayowa,Benedict,female,20-25,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1544,"Willfield College after a four-year program in Chichester, USA",Amadi,George,male,26-30,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1545,Covenant University,Yalwa,Edward,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1546,"Belington College after a three-year degree program in Worcester, UK",Kaka,Edward,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1547,"University of Nigeria, Nsukka",Kaka,Sawaba,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1548,University of Ibadan,Mayowa,William,male,31-40,married,Bachelor's,"main experience has been two years work experience, with practical expertise in",a top 10 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1549,"University of Nigeria, Nsukka",Auta,Sawaba,male,20-25,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1550,Covenant University,Yalwa,George,female,26-30,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1551,"University of Nigeria, Nsukka",Amadi,Edward,female,26-30,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1552,"University of Nigeria, Nsukka",Auta,Sawaba,male,31-40,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1553,"Willfield College after a four-year program in Chichester, USA",Yalwa,Sawaba,female,31-40,single,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1554,"Ahmadu Bello University, Zaira",Olisa,Sawaba,male,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1555,"Willfield College after a four-year program in Chichester, USA",Mayowa,George,female,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,1
1556,University of Ibadan,Auta,Sawaba,female,20-25,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1557,"Ahmadu Bello University, Zaira",Yalwa,Benedict,male,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1558,"University of Nigeria, Nsukka",Mayowa,Edward,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
1559,"Ahmadu Bello University, Zaira",Yalwa,William,female,26-30,married,Masters',has no significant work experience; and has little practical experience in,a top 30 percent,speaks english and pidgin fluently,prefers to spend weekends alone,playing tennis,not a member of,0
